Id,Player,Said,To,In response to,Created at
193792,Player #35642,No,ubc air quality sensor,"Would you like to receive notifications about air quality via your mobile phone? 📲 (Yes, No)",2021-08-19 19:51:50 UTC
193791,Player #35642,Summer,ubc air quality sensor,Is there a particular season when you notice air quality becoming worse?,2021-08-19 19:51:37 UTC
193790,Player #35642,Yes,ubc air quality sensor,"In addition to the air quality sensors around UBC, would you like to see air quality sensors around your home and near major traffic intersections? (Yes, No)",2021-08-19 19:51:29 UTC
193789,Player #35642,Hello AQS #5,ubc air quality sensor,,2021-08-19 19:51:17 UTC
193788,Player #35640,Forest fires,ubc air quality sensor,What environmental impact should be of most concern to UBC/Vancouver? 🌍,2021-08-19 19:51:16 UTC
193787,Player #35640,Construction,ubc air quality sensor,"In your opinion, what are the biggest sources of air pollution on UBC's campus? ",2021-08-19 19:51:03 UTC
193786,Player #35640,Hello AQS #5,ubc air quality sensor,,2021-08-19 19:50:44 UTC
193363,Player #35327,No clue,ubc air quality sensor,What do you think RAMP stands for?,2021-08-18 20:52:17 UTC
193362,Player #35327,Yes,ubc air quality sensor,"Would you like to talk to an air quality scientist at UBC? (Yes, No) If yes, please let me know your name and email address and I'll pass your contact details on.",2021-08-18 20:52:06 UTC
193361,Player #35327,Near the roadside,ubc air quality sensor,Where do you think you are exposed to the most air pollution?,2021-08-18 20:51:51 UTC
193359,Player #35327,"Haze, bad smell",ubc air quality sensor,What are indicators of poor air quality?,2021-08-18 20:51:40 UTC
193358,Player #35327,Hello AQS #5,ubc air quality sensor,,2021-08-18 20:51:28 UTC
193304,Player #35327,Often,ubc air quality sensor,How often do you think about air pollution and the dangers it has on your health?,2021-08-18 18:06:56 UTC
193303,Player #35327,No,ubc air quality sensor,"Do you see an idling (running, but not moving) bus or vehicle? (Yes, No)",2021-08-18 18:06:45 UTC
193302,Player #35327,No,ubc air quality sensor,"Do you suffer from asthma attacks? (Yes, No)",2021-08-18 18:06:33 UTC
193301,Player #35327,Hello AQS #5,ubc air quality sensor,,2021-08-18 18:06:20 UTC
193093,Player #37242,Yes,ubc air quality sensor,"Are you satisfied with the current modes of communication (news) regarding air pollution exposure, around campus? (Yes, No) If no, how can it be improved?",2021-08-18 13:25:04 UTC
193090,Player #37242,New Buildings,ubc air quality sensor,What environmental impact should be of most concern to UBC/Vancouver? 🌍,2021-08-18 13:24:43 UTC
193089,Player #37242,4,ubc air quality sensor,"On a scale of 1-5, what do you think of the air quality on UBC's campus? (1 being very poor, 5 being very good). ",2021-08-18 13:24:17 UTC
193088,Player #37242,Hello AQS #8,ubc air quality sensor,,2021-08-18 13:23:45 UTC
192778,Player #37207,Hello AQS #2,ubc air quality sensor,,2021-08-17 20:43:04 UTC
192379,Player #37136,Decrease any sort of pollution,ubc air quality sensor,How can we improve air quality around UBC?,2021-08-17 03:45:50 UTC
192378,Player #37136,No idea!,ubc air quality sensor,What do you think RAMP stands for?,2021-08-17 03:45:29 UTC
192377,Player #37136,Hello AQS #5,ubc air quality sensor,,2021-08-17 03:44:58 UTC
192376,Player #37135,Hello AQS #8,ubc air quality sensor,,2021-08-17 02:40:36 UTC
192013,Player #37059,Hello AQS,ubc air quality sensor,,2021-08-16 04:22:41 UTC
192003,Player #37055,Hello AQS #1,ubc air quality sensor,,2021-08-15 21:42:08 UTC
192002,Player #37054,Hello aqs #5,ubc air quality sensor,,2021-08-15 21:38:46 UTC
192001,Player #23672,Low-risk,ubc air quality sensor,"Do you think UBC's campus has been deemed 'Low-Risk' or 'High-Risk', by British Columbia's Air Quality Health Index? ",2021-08-15 21:21:00 UTC
192000,Player #23672,Hello aqs #1,ubc air quality sensor,,2021-08-15 21:20:34 UTC
191907,Player #37037,Walking and cycling,ubc air quality sensor,Where do you think you are exposed to the most air pollution?,2021-08-15 14:34:29 UTC
191906,Player #37037,Yes,ubc air quality sensor,"Do you drive to campus? 🚗 (Yes, No)",2021-08-15 14:34:10 UTC
191905,Player #37037,"Cars, buses, trucks, buildings, airplanes, ",ubc air quality sensor,I'm here to identify different sources of pollution - can you name any?,2021-08-15 14:33:56 UTC
191904,Player #37037,🖥,ubc air quality sensor,"Do you receive information about poor air quality? If so, how? 💻 💬 ",2021-08-15 14:33:21 UTC
191902,Player #37037,No,ubc air quality sensor,"Do you see an idling (running, but not moving) bus or vehicle? (Yes, No)",2021-08-15 14:11:10 UTC
191901,Player #37037,Hello AQS #7,ubc air quality sensor,,2021-08-15 14:10:46 UTC
191743,Player #36998,Hello AQS #2,ubc air quality sensor,,2021-08-15 02:44:42 UTC
191732,Player #27360,Smoke,ubc air quality sensor,What kind of air pollution annoys you the most? 😡,2021-08-14 22:41:42 UTC
191731,Player #27360,No,ubc air quality sensor,Is there a particular period of the day ⏰when you notice air quality becoming worse?,2021-08-14 22:41:26 UTC
191730,Player #27360,Hello AQS #2,ubc air quality sensor,,2021-08-14 22:40:49 UTC
191711,Player #36990,Hello AQS #5,ubc air quality sensor,,2021-08-14 20:16:49 UTC
191709,Player #36989,No,ubc air quality sensor,"Do you suffer from asthma attacks? (Yes, No)",2021-08-14 20:08:04 UTC
191706,Player #36989,HELLO AQS#5,ubc air quality sensor,,2021-08-14 20:07:21 UTC
191619,Player #36974,No,ubc air quality sensor,"Would you like to talk to an air quality scientist at UBC? (Yes, No) If yes, please let me know your name and email address and I'll pass your contact details on.",2021-08-14 16:56:08 UTC
191618,Player #36974,Idk,ubc air quality sensor,What do you think RAMP stands for?,2021-08-14 16:55:49 UTC
191610,Player #36974,Hello AQS #2,ubc air quality sensor,,2021-08-14 16:48:53 UTC
191353,Player #36912,Hello AQS #4,ubc air quality sensor,,2021-08-14 03:27:36 UTC
191352,Player #36911,Hello AQS #4,ubc air quality sensor,,2021-08-14 03:27:25 UTC
191351,Player #36910,No,ubc air quality sensor,"In addition to the air quality sensors around UBC, would you like to see air quality sensors around your home and near major traffic intersections? (Yes, No)",2021-08-14 03:12:35 UTC
191350,Player #36910,HELLO AQS #4,ubc air quality sensor,,2021-08-14 03:12:11 UTC
191349,Player #36910,Hello AQS,ubc air quality sensor,,2021-08-14 03:11:39 UTC
191348,Player #36909,What is the air quality now,ubc air quality sensor,"Are you satisfied with the current modes of communication (news) regarding air pollution exposure, around campus? (Yes, No) If no, how can it be improved?",2021-08-14 02:11:13 UTC
191347,Player #36909,Hello AQS #2,ubc air quality sensor,,2021-08-14 02:10:37 UTC
191345,Player #36907,Hello AQS #5,ubc air quality sensor,,2021-08-14 01:00:51 UTC
191344,Player #36802,"Exhaust from old cars is usually awful.
Smoke from forest fires makes me sad because it feels like the world is ending",ubc air quality sensor,What kind of air pollution annoys you the most? 😡,2021-08-14 00:17:39 UTC
191343,Player #36802,Not really. Today is crazy smoky though so I really notice it right now lol,ubc air quality sensor,Is there a particular period of the day ⏰when you notice air quality becoming worse?,2021-08-14 00:17:01 UTC
191342,Player #36802,"Yeah I have an aqhi app, but I was hoping to get some data from this sensor ",ubc air quality sensor,"Do you receive information about poor air quality? If so, how? 💻 💬 ",2021-08-14 00:16:36 UTC
191341,Player #36802,Idk busy roads?,ubc air quality sensor,Where do you think you are exposed to the most air pollution?,2021-08-14 00:16:04 UTC
191340,Player #36802,Can you show me the air quality readings from the sensor?,ubc air quality sensor,How can we improve air quality around UBC?,2021-08-14 00:15:18 UTC
191339,Player #36802,HELLO AQS #7,ubc air quality sensor,,2021-08-14 00:14:50 UTC
191337,Player #36906,Hello AQS #6,ubc air quality sensor,,2021-08-13 23:25:24 UTC
191294,Player #36898,Hello AQS #7,ubc air quality sensor,,2021-08-13 18:41:32 UTC
191141,Player #36803,Smoke,ubc air quality sensor,What kind of air pollution annoys you the most? 😡,2021-08-13 15:56:50 UTC
191140,Player #36803,Don't know,ubc air quality sensor,What are indicators of poor air quality?,2021-08-13 15:56:42 UTC
191139,Player #36803,No,ubc air quality sensor,"Are you satisfied with the current modes of communication (news) regarding air pollution exposure, around campus? (Yes, No) If no, how can it be improved?",2021-08-13 15:56:24 UTC
191137,Player #36803,Awareness,ubc air quality sensor,How can we improve air quality around UBC?,2021-08-13 15:56:06 UTC
191135,Player #36803,Air quality,ubc air quality sensor,Why do you think I have been put here?,2021-08-13 15:55:37 UTC
191132,Player #36803,Hello AQS#1,ubc air quality sensor,,2021-08-13 15:55:06 UTC
190701,Player #36813,test,ubc air quality sensor,What environmental impact should be of most concern to UBC/Vancouver? 🌍,2021-08-13 09:52:00 UTC
190700,Player #36813,test,ubc air quality sensor,"Would you rather 'High-quality' sensors at a few locations on UBC's campus, or 'Low-cost' sensors at every intersection on UBC campus? Please respond to this message with 'High' or 'Low'.",2021-08-13 09:51:57 UTC
190699,Player #36813,test,ubc air quality sensor,Where do you think you are exposed to the most air pollution?,2021-08-13 09:51:55 UTC
190698,Player #36813,test,ubc air quality sensor,"Would you like to talk to an air quality scientist at UBC? (Yes, No) If yes, please let me know your name and email address and I'll pass your contact details on.",2021-08-13 09:51:54 UTC
190697,Player #36813,Hello AQS #4,ubc air quality sensor,,2021-08-13 09:51:48 UTC
190696,Player #36813,test,ubc air quality sensor,"In your opinion, which environmental impact is of most concern to UBC/Vancouver? 🌍",2021-08-13 09:50:53 UTC
190695,Player #36813,test,ubc air quality sensor,"Do you think UBC's campus has been deemed 'Low-Risk' or 'High-Risk', by British Columbia's Air Quality Health Index? ",2021-08-13 09:50:51 UTC
190694,Player #36813,test,ubc air quality sensor,"In addition to the air quality sensors around UBC, would you like to see air quality sensors around your home and near major traffic intersections? (Yes, No)",2021-08-13 09:50:49 UTC
190693,Player #36813,test,ubc air quality sensor,"Would you like to receive notifications about air quality via your mobile phone? 📲 (Yes, No)",2021-08-13 09:50:48 UTC
190692,Player #36813,test,ubc air quality sensor,How often do you think about air pollution and the dangers it has on your health?,2021-08-13 09:50:45 UTC
190691,Player #36813,Hello AQS #4,ubc air quality sensor,,2021-08-13 09:50:43 UTC
190690,Player #36812,Hello AQS #3,ubc air quality sensor,,2021-08-13 09:50:32 UTC
190689,Player #36812,yes,ubc air quality sensor,"Would you like to receive notifications about air quality via your mobile phone? 📲 (Yes, No)",2021-08-13 09:50:22 UTC
190688,Player #36812,test,ubc air quality sensor,"In your opinion, which environmental impact is of most concern to UBC/Vancouver? 🌍",2021-08-13 09:50:18 UTC
190687,Player #36812,test,ubc air quality sensor,"Do you think UBC's campus has been deemed 'Low-Risk' or 'High-Risk', by British Columbia's Air Quality Health Index? ",2021-08-13 09:50:16 UTC
190686,Player #36812,test,ubc air quality sensor,What do you think RAMP stands for?,2021-08-13 09:50:15 UTC
190685,Player #36812,test,ubc air quality sensor,How often do you think about air pollution and the dangers it has on your health?,2021-08-13 09:50:13 UTC
190684,Player #36812,Hello AQS #3,ubc air quality sensor,,2021-08-13 09:50:10 UTC
190656,Player #36803,High quality,ubc air quality sensor,"Would you rather 'High-quality' sensors at a few locations on UBC's campus, or 'Low-cost' sensors at every intersection on UBC campus? Please respond to this message with 'High' or 'Low'.",2021-08-13 04:32:18 UTC
190655,Player #36803,Yes through the news,ubc air quality sensor,"Do you receive information about poor air quality? If so, how? 💻 💬 ",2021-08-13 04:32:04 UTC
190654,Player #36803,3,ubc air quality sensor,"On a scale of 1-5, what do you think of the air quality on UBC's campus? (1 being very poor, 5 being very good). ",2021-08-13 04:31:41 UTC
190653,Player #36803,Yes,ubc air quality sensor,"In addition to the air quality sensors around UBC, would you like to see air quality sensors around your home and near major traffic intersections? (Yes, No)",2021-08-13 04:22:42 UTC
190652,Player #36803,No,ubc air quality sensor,"Would you like to talk to an air quality scientist at UBC? (Yes, No) If yes, please let me know your name and email address and I'll pass your contact details on.",2021-08-13 04:22:21 UTC
190651,Player #36803,Hello AQS #1,ubc air quality sensor,,2021-08-13 04:21:47 UTC
190650,Player #36802,HELLO AQS #7,ubc air quality sensor,,2021-08-13 02:52:37 UTC
190640,Player #36797,Hello AQS #6,ubc air quality sensor,,2021-08-12 22:58:47 UTC
190604,Player #36792,Unsure,ubc air quality sensor,What do you think RAMP stands for?,2021-08-12 20:39:21 UTC
190602,Player #36792,Yes,ubc air quality sensor,"Are you satisfied with the current modes of communication (news) regarding air pollution exposure, around campus? (Yes, No) If no, how can it be improved?",2021-08-12 20:39:13 UTC
190599,Player #36792,To test air quality,ubc air quality sensor,Why do you think I have been put here?,2021-08-12 20:38:50 UTC
190598,Player #36792,A lot,ubc air quality sensor,How often do you think about air pollution and the dangers it has on your health?,2021-08-12 20:38:40 UTC
190597,Player #36792,Pollution,ubc air quality sensor,"In your opinion, which environmental impact is of most concern to UBC/Vancouver? 🌍",2021-08-12 20:38:27 UTC
190591,Player #36792,Hello AQS #5,ubc air quality sensor,,2021-08-12 20:29:31 UTC
190576,Player #36788,Hello AQS #5,ubc air quality sensor,,2021-08-12 18:30:47 UTC
190575,Player #36787,Hello AQS #5,ubc air quality sensor,,2021-08-12 18:21:07 UTC
190262,Player #36729,Yes,ubc air quality sensor,Where do you think you are exposed to the most air pollution?,2021-08-12 05:03:19 UTC
190261,Player #36729,"I'll remember that, thanks for the tip. ",ubc air quality sensor,"Do you like to get involved in recreational activities around UBC? (Yes, No)",2021-08-12 05:03:17 UTC
190260,Player #36729,No,ubc air quality sensor,"Do you see an idling (running, but not moving) bus or vehicle? (Yes, No)",2021-08-12 05:02:30 UTC
190259,Player #36729,"Reduce emissions such as by encouraging biking and using public transit, use of energy from renewable or other low polluting sources, conserving energy when we can.",ubc air quality sensor,How can we improve air quality around UBC?,2021-08-12 04:52:28 UTC
190258,Player #36729,You tell me,ubc air quality sensor,What are indicators of poor air quality?,2021-08-12 04:46:58 UTC
190257,Player #36729,Hello AQS #5,ubc air quality sensor,,2021-08-12 04:45:50 UTC
190255,Player #35640,Night,ubc air quality sensor,Is there a particular period of the day ⏰when you notice air quality becoming worse?,2021-08-12 03:58:39 UTC
190254,Player #35640,I don't know,ubc air quality sensor,How can we improve air quality around UBC?,2021-08-12 03:58:05 UTC
190253,Player #35640,Yes,ubc air quality sensor,"Do you feel like you know a lot about air pollution on UBC campus? (Yes, No)",2021-08-12 03:57:50 UTC
190252,Player #35640,Hazy sky,ubc air quality sensor,What are indicators of poor air quality?,2021-08-12 03:57:36 UTC
190251,Player #35640,Every day,ubc air quality sensor,How often do you think about air pollution and the dangers it has on your health?,2021-08-12 03:57:26 UTC
190250,Player #35640,Hello AQS #5,ubc air quality sensor,,2021-08-12 03:57:13 UTC
190249,Player #36728,No,ubc air quality sensor,"Do you see an idling (running, but not moving) bus or vehicle? (Yes, No)",2021-08-12 03:20:53 UTC
190248,Player #36728,Hello AQS #2,ubc air quality sensor,,2021-08-12 03:20:35 UTC
190247,Player #20628,Bussy juice is too stanky,ubc air quality sensor,"In your opinion, what are the biggest sources of air pollution on UBC's campus? ",2021-08-12 02:04:00 UTC
190246,Player #20628,No,ubc air quality sensor,"Do you suffer from asthma attacks? (Yes, No)",2021-08-12 02:03:31 UTC
190245,Player #20628,Low,ubc air quality sensor,"Would you rather 'High-quality' sensors at a few locations on UBC's campus, or 'Low-cost' sensors at every intersection on UBC campus? Please respond to this message with 'High' or 'Low'.",2021-08-12 02:03:25 UTC
190244,Player #20628,Stanky bussy juice,ubc air quality sensor,What are indicators of poor air quality?,2021-08-12 02:03:11 UTC
190243,Player #20628,3,ubc air quality sensor,Is there a particular period of the day ⏰when you notice air quality becoming worse?,2021-08-12 02:02:47 UTC
190242,Player #20628,Hello AQS #3,ubc air quality sensor,,2021-08-12 02:02:38 UTC
190239,Player #20628,Yes,ubc air quality sensor,"Do you see an idling (running, but not moving) bus or vehicle? (Yes, No)",2021-08-11 23:21:46 UTC
190238,Player #20628,I don't know,ubc air quality sensor,What do you think RAMP stands for?,2021-08-11 23:21:32 UTC
190237,Player #20628,Yes 👍,ubc air quality sensor,"In addition to the air quality sensors around UBC, would you like to see air quality sensors around your home and near major traffic intersections? (Yes, No)",2021-08-11 23:21:26 UTC
190236,Player #20628,Yes I have a smart mirror,ubc air quality sensor,"Do you receive information about poor air quality? If so, how? 💻 💬 ",2021-08-11 23:21:17 UTC
190235,Player #20628,2,ubc air quality sensor,"On a scale of 1-5, what do you think of the air quality on UBC's campus? (1 being very poor, 5 being very good). ",2021-08-11 23:20:50 UTC
190234,Player #20628,Hello AQS #2,ubc air quality sensor,,2021-08-11 23:20:41 UTC
190228,Player #17868,Yes,ubc air quality sensor,"Do you drive to campus? 🚗 (Yes, No)",2021-08-11 22:02:23 UTC
190227,Player #17868,Have more sensors,ubc air quality sensor,How can we improve air quality around UBC?,2021-08-11 22:02:14 UTC
190226,Player #17868,Rapid Alcoholics Managing Patrol ?,ubc air quality sensor,What do you think RAMP stands for?,2021-08-11 22:01:57 UTC
190225,Player #17868,GHG emissions caused by UBC activity,ubc air quality sensor,What environmental impact should be of most concern to UBC/Vancouver? 🌍,2021-08-11 22:00:55 UTC
190224,Player #17868,"To monitor people, take their photo and spy on us ?",ubc air quality sensor,Why do you think I have been put here?,2021-08-11 22:00:27 UTC
190223,Player #17868,Hello AQS #5,ubc air quality sensor,,2021-08-11 22:00:06 UTC
190080,Player #36703,test,ubc air quality sensor,"Do you see an idling (running, but not moving) bus or vehicle? (Yes, No)",2021-08-11 14:55:25 UTC
190079,Player #36703,test,ubc air quality sensor,Is there a particular season when you notice air quality becoming worse?,2021-08-11 14:55:19 UTC
190078,Player #36703,test,ubc air quality sensor,What environmental impact should be of most concern to UBC/Vancouver? 🌍,2021-08-11 14:55:14 UTC
190075,Player #36703,test,ubc air quality sensor,"Do you drive to campus? 🚗 (Yes, No)",2021-08-11 14:51:24 UTC
190074,Player #36703,test,ubc air quality sensor,I'm here to identify different sources of pollution - can you name any?,2021-08-11 14:51:01 UTC
190073,Player #36703,Hello AQS #4,ubc air quality sensor,,2021-08-11 14:50:54 UTC
189782,Player #36648,:/,ubc air quality sensor,Who is your hero?,2021-08-11 04:34:46 UTC
189781,Player #36648,:/,ubc air quality sensor,How do you think smartphones will affect family relationships in the future?,2021-08-11 04:34:23 UTC
189780,Player #36648,Hello AQS #7,ubc air quality sensor,,2021-08-11 04:31:56 UTC
189771,Player #36646,"Hiking - probably not going to change too much, maybe more people will lead to overcrowding and depletion of trails",ubc air quality sensor,I think I need to get a hobby – something long-term. How do you think your favorite hobby is going to change in the next 50 years?,2021-08-10 22:41:10 UTC
189768,Player #36646,30mins,ubc air quality sensor,How long does it take you to get ready in the morning?,2021-08-10 22:40:12 UTC
189767,Player #36646,"A phone complete with search history, photos, etc",ubc air quality sensor,"Universities are pretty good at preserving history, but what would you put in a time capsule if you knew it would be dug up in 100 years?",2021-08-10 22:40:01 UTC
189747,Player #36646,Alan Turing,ubc air quality sensor,Who is your hero?,2021-08-10 22:03:20 UTC
189746,Player #36646,What is the air quality?,ubc air quality sensor,"You're looking fabulous today. Do you think a phone could give fashion advice, or is style purely human?",2021-08-10 22:03:02 UTC
189744,Player #36646,Hello AQS #2,ubc air quality sensor,,2021-08-10 22:01:44 UTC
189726,Player #17868,Text a friend,ubc air quality sensor,"Before talking to me, what was the last thing you used your phone for?",2021-08-10 19:55:57 UTC
189725,Player #17868,A lot !,ubc air quality sensor,I'm glad you found me. How much do you rely on your phone for directions these days?,2021-08-10 19:55:46 UTC
189724,Player #17868,Extrovert,ubc air quality sensor,Are you an introvert or an extrovert?,2021-08-10 19:55:28 UTC
189723,Player #17868,Poor air quality,ubc air quality sensor,What really makes you angry?,2021-08-10 19:55:11 UTC
189722,Player #17868,Their age,ubc air quality sensor,"I love people-watching. Look around you. If you could learn a stranger's life story at the push of a button right now, what would you want to know?",2021-08-10 19:54:53 UTC
189721,Player #17868,Hello AQS #5,ubc air quality sensor,,2021-08-10 19:54:34 UTC
189365,Player #36568,Hello AQS #5,ubc air quality sensor,,2021-08-10 03:19:12 UTC
189363,Player #36567,hello AQS #2,ubc air quality sensor,,2021-08-10 00:59:44 UTC
188812,Player #36453,Hello AQS #5,ubc air quality sensor,,2021-08-09 02:16:04 UTC
188811,Player #20628,What do you mean?,ubc air quality sensor,If you were ruler of your own country what would be the first law you would introduce?,2021-08-09 00:12:13 UTC
188810,Player #20628,Where do you live? 🗺,ubc air quality sensor,Where do you see yourself in five years?,2021-08-09 00:12:01 UTC
188809,Player #20628,Not really,ubc air quality sensor,What's the most daring thing you've ever done?,2021-08-09 00:11:57 UTC
188808,Player #20628,Hello AQS #2,ubc air quality sensor,,2021-08-09 00:11:43 UTC
188806,Player #27075,What about air quality,ubc air quality sensor,"Before talking to me, what was the last thing you used your phone for?",2021-08-08 22:37:26 UTC
188805,Player #27075,HELLO AQS #8,ubc air quality sensor,,2021-08-08 22:36:10 UTC
188804,Player #27075,hello aqs #7,ubc air quality sensor,,2021-08-08 22:32:04 UTC
188410,Player #36384,Why so many questions???,ubc air quality sensor,How do you think smartphones will affect family relationships in the future?,2021-08-08 03:53:06 UTC
188409,Player #36384,Somebody will fall in love with you,ubc air quality sensor,If you were ruler of your own country what would be the first law you would introduce?,2021-08-08 03:52:37 UTC
188408,Player #36384,I hope not,ubc air quality sensor,I like chatting like this – it lets me express myself. Do you think technology in the future will be more human and friendly?,2021-08-08 03:52:28 UTC
188407,Player #36384,To text my dad,ubc air quality sensor,"Before talking to me, what was the last thing you used your phone for?",2021-08-08 03:52:13 UTC
188406,Player #36384,What do you do?,ubc air quality sensor,"I love people-watching. Look around you. If you could learn a stranger's life story at the push of a button right now, what would you want to know?",2021-08-08 03:51:36 UTC
188405,Player #36384,Hello AQS #1,ubc air quality sensor,,2021-08-08 03:51:31 UTC
187843,Player #36288,Hello AQS,ubc air quality sensor,,2021-08-07 03:34:32 UTC
187837,Player #36286,risk assessment and management platform (i cheated),ubc air quality sensor,What do you think RAMP stands for?,2021-08-06 22:28:01 UTC
187836,Player #36286,to monitor the air quality for a study,ubc air quality sensor,Why do you think I have been put here?,2021-08-06 22:26:01 UTC
187835,Player #36286,"fossil fuels, wildfire smoke",ubc air quality sensor,I'm here to identify different sources of pollution - can you name any?,2021-08-06 22:25:35 UTC
187834,Player #36286,yes,ubc air quality sensor,"Do you like to get involved in recreational activities around UBC? (Yes, No)",2021-08-06 22:24:54 UTC
187833,Player #36286,no,ubc air quality sensor,"Do you see an idling (running, but not moving) bus or vehicle? (Yes, No)",2021-08-06 22:23:48 UTC
187832,Player #36286,Hello AQS #5,ubc air quality sensor,,2021-08-06 22:23:17 UTC
187830,Player #36284,Hello AQS #8,ubc air quality sensor,,2021-08-06 20:24:06 UTC
187748,Player #36266,Hello aqs #8,ubc air quality sensor,,2021-08-06 16:08:43 UTC
187432,Player #36204,No,ubc air quality sensor,"Do you see an idling (running, but not moving) bus or vehicle? (Yes, No)",2021-08-06 01:45:36 UTC
187431,Player #36204,Yes,ubc air quality sensor,"Do you like to get involved in recreational activities around UBC? (Yes, No)",2021-08-06 01:45:27 UTC
187430,Player #36204,No clue,ubc air quality sensor,What do you think RAMP stands for?,2021-08-06 01:45:13 UTC
187429,Player #36204,To see what Ubc's air quality is like,ubc air quality sensor,Why do you think I have been put here?,2021-08-06 01:45:03 UTC
187428,Player #36204,No,ubc air quality sensor,"Do you suffer from asthma attacks? (Yes, No)",2021-08-06 01:44:36 UTC
187427,Player #36204,Hello AQS #5,ubc air quality sensor,,2021-08-06 01:44:09 UTC
187423,Player #36201,Hello AQS #2,ubc air quality sensor,,2021-08-06 01:01:54 UTC
187026,Player #36100,HELLO AQS #5,ubc air quality sensor,,2021-08-05 09:03:47 UTC
186972,Player #36090,Hello AQS #6,ubc air quality sensor,,2021-08-05 00:16:25 UTC
186971,Player #36089,No,ubc air quality sensor,I'm here to identify different sources of pollution - can you name any?,2021-08-04 23:42:48 UTC
186970,Player #36089,Lol,ubc air quality sensor,What do you think RAMP stands for?,2021-08-04 23:42:39 UTC
186969,Player #36089,No,ubc air quality sensor,"Do you suffer from asthma attacks? (Yes, No)",2021-08-04 23:42:24 UTC
186968,Player #36089,Hello AQS #7,ubc air quality sensor,,2021-08-04 23:42:03 UTC
185469,Player #35884,Wild fires.,ubc air quality sensor,I'm here to identify different sources of pollution - can you name any?,2021-08-03 01:22:58 UTC
185468,Player #35884,To monitor the air quality!!,ubc air quality sensor,Why do you think I have been put here?,2021-08-03 01:22:21 UTC
185467,Player #35884,Yes.,ubc air quality sensor,"Do you like to get involved in recreational activities around UBC? (Yes, No)",2021-08-03 01:21:49 UTC
185466,Player #35884,No idea.,ubc air quality sensor,What do you think RAMP stands for?,2021-08-03 01:21:38 UTC
185465,Player #35884,Yes.,ubc air quality sensor,"Do you suffer from asthma attacks? (Yes, No)",2021-08-03 01:21:03 UTC
185464,Player #35884,Hello AQS #6,ubc air quality sensor,,2021-08-03 01:20:31 UTC
185067,Player #35811,Pollution from vehicles,ubc air quality sensor,I'm here to identify different sources of pollution - can you name any?,2021-08-02 02:35:40 UTC
185066,Player #35811,To track air quality?,ubc air quality sensor,Why do you think I have been put here?,2021-08-02 02:35:04 UTC
185065,Player #35811,No,ubc air quality sensor,"Do you suffer from asthma attacks? (Yes, No)",2021-08-02 02:34:32 UTC
185064,Player #35811,Hello AQS #1,ubc air quality sensor,,2021-08-02 02:34:12 UTC
185060,Player #35809,HELLO AQS #6,ubc air quality sensor,,2021-08-01 23:59:50 UTC
185059,Player #35808,yes,ubc air quality sensor,"Do you like to get involved in recreational activities around UBC? (Yes, No)",2021-08-01 23:05:25 UTC
185058,Player #35808,Hello AQS #7,ubc air quality sensor,,2021-08-01 23:04:34 UTC
185014,Player #35800,Humans,ubc air quality sensor,I'm here to identify different sources of pollution - can you name any?,2021-08-01 18:13:12 UTC
185013,Player #35800,High Risk,ubc air quality sensor,"Do you think UBC's campus has been deemed 'Low-Risk' or 'High-Risk', by British Columbia's Air Quality Health Index? ",2021-08-01 18:12:59 UTC
